201,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+
|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,|,.,.,|,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,|,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|
+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,.,.,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+
|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,.,.,.,.,.,.,|,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|
+,-,-,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,-,-,+,.,.,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+
|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|
+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,-,-,+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+
|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,|,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,|,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,|,.,.,|
+,-,-,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+
|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,|,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|
+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+
|,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,|
+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+
|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,|,.,.,|,.,.,|,.,.,.,.,.,.,.,.,|
+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+
|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,|,.,.,|,.,.,|,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,|,.,.,|
+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,.,.,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+
|,.,.,|,.,.,|,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|
+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,-,-,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,-,-,+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+
|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,|,.,.,.,.,.,.,.,.,|,.,.,|,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|
+,.,.,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,-,-,+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,-,-,+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+
|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,|
